id,Name,GEN_GRAIN,SOIL_GROUP,Soil_Metric,Land_Cover_Type,value,metal,HM_unit,HM_name,PH_07,LOI_07
LEEDS_fccc31a3da39,,,,Land Cover,Urban,,,,,,
LEEDS_fccc31a3da39,,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Land Cover,Suburban,,,,,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Land Cover,Suburban,,,,,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,0.27,P2O5,w%,Phosphorus,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,1.11,Se,mg/kg,Selenium,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,0.53,Cd,mg/kg,Cadmium,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,47.05,Cu,mg/kg,Copper,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,115.28,Pb,mg/kg,Lead,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,28.44,As,mg/kg,Arsenic,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,298.3,Zr,mg/kg,Zirconium,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,,,Heavy Metals,,24.04,Ni,mg/kg,Nickel,,
LEEDS_ed7b828d33a4,Maid Marian Orchard Copley Lane,ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,27.43,Ni,mg/kg,Nickel,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,29.33,As,mg/kg,Arsenic,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,0.64,Cd,mg/kg,Cadmium,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,52.45,Cu,mg/kg,Copper,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,1.21,Se,mg/kg,Selenium,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,230.6,Zr,mg/kg,Zirconium,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Heavy Metals,,113.55,Pb,mg/kg,Lead,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,ARGILLIC - ARENACEOUS,HEAVY TO MEDIUM,Soil Parent,,,,,,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Soil pH,,,,,,7.05,
LEEDS_a3a5b3c77808,Ouzlewell Orchard,,,Soil SOM,,,,,,,5.14
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,ARGILLIC - ARENACEOUS,HEAVY TO MEDIUM,Soil Parent,,,,,,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,69.26,Cu,mg/kg,Copper,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,27.27,Ni,mg/kg,Nickel,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,0.63,Cd,mg/kg,Cadmium,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,1.14,Se,mg/kg,Selenium,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,35.8,As,mg/kg,Arsenic,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,317.65,Zr,mg/kg,Zirconium,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,137.77,Pb,mg/kg,Lead,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Heavy Metals,,0.33,P2O5,w%,Phosphorus,,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Soil pH,,,,,,7.05,
LEEDS_1b3e0bedb6d2,Spring Lane Sidings Orchard,,,Soil SOM,,,,,,,5.14
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,0.33,P2O5,w%,Phosphorus,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,37.51,As,mg/kg,Arsenic,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,123.85,Pb,mg/kg,Lead,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,66.0,Cu,mg/kg,Copper,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,33.41,Ni,mg/kg,Nickel,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,1.01,Se,mg/kg,Selenium,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,0.51,Cd,mg/kg,Cadmium,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Heavy Metals,,234.05,Zr,mg/kg,Zirconium,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_660871f1365f,Beeston Hill Community Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,65.99,Cu,mg/kg,Copper,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,121.87,Pb,mg/kg,Lead,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,0.98,Se,mg/kg,Selenium,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,31.89,Ni,mg/kg,Nickel,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,0.31,P2O5,w%,Phosphorus,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,36.34,As,mg/kg,Arsenic,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,220.37,Zr,mg/kg,Zirconium,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,,,Heavy Metals,,0.45,Cd,mg/kg,Cadmium,,
LEEDS_ae97ba1789f7,Holbeck Community Orchard,ARGILLIC - ARENACEOUS,ALL,Soil Parent,,,,,,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,0.3,P2O5,w%,Phosphorus,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,131.03,Pb,mg/kg,Lead,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,0.92,Se,mg/kg,Selenium,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,279.74,Zr,mg/kg,Zirconium,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,31.86,As,mg/kg,Arsenic,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,56.05,Cu,mg/kg,Copper,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,0.41,Cd,mg/kg,Cadmium,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Heavy Metals,,26.47,Ni,mg/kg,Nickel,,
LEEDS_2970fda1d1e2,Saxton Gardens Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,38.66,Cu,mg/kg,Copper,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,0.73,Se,mg/kg,Selenium,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,29.24,Ni,mg/kg,Nickel,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,202.46,Zr,mg/kg,Zirconium,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,20.68,As,mg/kg,Arsenic,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,86.0,Pb,mg/kg,Lead,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Heavy Metals,,0.34,Cd,mg/kg,Cadmium,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,,,Land Cover,Improve grassland,,,,,,
LEEDS_cd80801fe762,Denbigh Approach Community Orchard,ARGILLIC - ARENACEOUS,ALL,Soil Parent,,,,,,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,83.99,Pb,mg/kg,Lead,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,22.15,As,mg/kg,Arsenic,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,30.9,Ni,mg/kg,Nickel,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,0.23,P2O5,w%,Phosphorus,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,0.33,Cd,mg/kg,Cadmium,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,188.11,Zr,mg/kg,Zirconium,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,0.66,Se,mg/kg,Selenium,,
LEEDS_1eb274395f4a,Primrose Hill Community Orchard,,,Heavy Metals,,41.61,Cu,mg/kg,Copper,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,86.16,Pb,mg/kg,Lead,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,286.21,Zr,mg/kg,Zirconium,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,1.02,Se,mg/kg,Selenium,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,0.54,Cd,mg/kg,Cadmium,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,24.07,As,mg/kg,Arsenic,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,34.03,Ni,mg/kg,Nickel,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,37.28,Cu,mg/kg,Copper,,
LEEDS_6d8ccd41f098,Beecroft Street Community Orchard,,,Heavy Metals,,0.34,P2O5,w%,Phosphorus,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,130.3,Pb,mg/kg,Lead,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,29.32,As,mg/kg,Arsenic,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,0.39,Cd,mg/kg,Cadmium,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,29.97,Ni,mg/kg,Nickel,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,0.86,Se,mg/kg,Selenium,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,275.83,Zr,mg/kg,Zirconium,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,63.58,Cu,mg/kg,Copper,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Land Cover,Urban,,,,,,
LEEDS_3946eff062b7,Little London Pocket Park Community Orchard,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,0.23,P2O5,w%,Phosphorus,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,14.04,Ni,mg/kg,Nickel,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,20.49,As,mg/kg,Arsenic,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,74.77,Pb,mg/kg,Lead,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,0.68,Se,mg/kg,Selenium,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,21.92,Cu,mg/kg,Copper,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,0.43,Cd,mg/kg,Cadmium,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,,,Heavy Metals,,227.68,Zr,mg/kg,Zirconium,,
LEEDS_3087007b7337,Wigton Moor Community Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,27.78,Ni,mg/kg,Nickel,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,0.76,Se,mg/kg,Selenium,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,0.35,Cd,mg/kg,Cadmium,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,20.82,As,mg/kg,Arsenic,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,211.78,Zr,mg/kg,Zirconium,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,38.65,Cu,mg/kg,Copper,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Heavy Metals,,86.05,Pb,mg/kg,Lead,,
LEEDS_23f625d3495c,Harehills Park Community Orchard,,,Land Cover,Improve grassland,,,,,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Land Cover,Improve grassland,,,,,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,251.74,Zr,mg/kg,Zirconium,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,0.78,Se,mg/kg,Selenium,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,22.29,Ni,mg/kg,Nickel,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,82.83,Pb,mg/kg,Lead,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,0.39,Cd,mg/kg,Cadmium,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,17.46,As,mg/kg,Arsenic,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,,,Heavy Metals,,24.26,Cu,mg/kg,Copper,,
LEEDS_b2d30222702d,Potternewton Park Community Orchard Ark,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,0.27,P2O5,w%,Phosphorus,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,22.64,Ni,mg/kg,Nickel,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,17.76,As,mg/kg,Arsenic,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,25.83,Cu,mg/kg,Copper,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,81.5,Pb,mg/kg,Lead,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,0.79,Se,mg/kg,Selenium,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,0.45,Cd,mg/kg,Cadmium,,
LEEDS_b75fc88bd7ec,Chapel Allerton Community Orchard,,,Heavy Metals,,250.95,Zr,mg/kg,Zirconium,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Land Cover,Improve grassland,,,,,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,269.46,Zr,mg/kg,Zirconium,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,19.51,As,mg/kg,Arsenic,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,0.4,Cd,mg/kg,Cadmium,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Land Cover,Improve grassland,,,,,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,0.87,Se,mg/kg,Selenium,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,293.07,Zr,mg/kg,Zirconium,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,33.36,Cu,mg/kg,Copper,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,93.3,Pb,mg/kg,Lead,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,27.63,Ni,mg/kg,Nickel,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,0.4,Cd,mg/kg,Cadmium,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,0.85,Se,mg/kg,Selenium,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,29.12,Ni,mg/kg,Nickel,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,34.09,Cu,mg/kg,Copper,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,90.14,Pb,mg/kg,Lead,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,,,Heavy Metals,,20.2,As,mg/kg,Arsenic,,
LEEDS_d50886681794,Meanwood Valley Urban Farm Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Land Cover,Improve grassland,,,,,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,18.35,Cu,mg/kg,Copper,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,70.02,Pb,mg/kg,Lead,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,0.54,Se,mg/kg,Selenium,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,10.19,As,mg/kg,Arsenic,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,11.59,Ni,mg/kg,Nickel,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,0.33,Cd,mg/kg,Cadmium,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,0.2,P2O5,w%,Phosphorus,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Heavy Metals,,232.21,Zr,mg/kg,Zirconium,,
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Soil SOM,,,,,,,10.72
LEEDS_e47d9180cbcd,Skelton Wood Community Orchard,,,Soil pH,,,,,,6.07,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,0.33,P2O5,w%,Phosphorus,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,25.56,Ni,mg/kg,Nickel,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,1.03,Se,mg/kg,Selenium,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,32.05,As,mg/kg,Arsenic,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,116.33,Pb,mg/kg,Lead,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,236.73,Zr,mg/kg,Zirconium,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,53.45,Cu,mg/kg,Copper,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Heavy Metals,,0.52,Cd,mg/kg,Cadmium,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_ce43cee3447a,Western Flatts Cliff Park Community Orchard,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,92.38,Pb,mg/kg,Lead,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,246.08,Zr,mg/kg,Zirconium,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,0.34,Cd,mg/kg,Cadmium,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,38.22,Cu,mg/kg,Copper,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,24.94,Ni,mg/kg,Nickel,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,0.79,Se,mg/kg,Selenium,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,22.53,As,mg/kg,Arsenic,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Land Cover,Urban,,,,,,
LEEDS_c6dae49c0a94,Edgeware Green Community Orchard,,,Heavy Metals,,0.27,P2O5,w%,Phosphorus,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,0.89,Se,mg/kg,Selenium,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,22.1,As,mg/kg,Arsenic,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,95.63,Pb,mg/kg,Lead,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,45.75,Cu,mg/kg,Copper,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,22.28,Ni,mg/kg,Nickel,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,0.57,Cd,mg/kg,Cadmium,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,236.61,Zr,mg/kg,Zirconium,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_798c3db522e7,West Field Community Orchard,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_798c3db522e7,West Field Community Orchard,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Land Cover,Suburban,,,,,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,0.2,P2O5,w%,Phosphorus,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,17.72,As,mg/kg,Arsenic,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,26.11,Cu,mg/kg,Copper,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,0.5,Se,mg/kg,Selenium,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,54.86,Pb,mg/kg,Lead,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,24.29,Ni,mg/kg,Nickel,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,191.04,Zr,mg/kg,Zirconium,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Heavy Metals,,0.46,Cd,mg/kg,Cadmium,,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Soil pH,,,,,,7.7,
LEEDS_f50a525dc18e,Barwick In Elmet Community Orchard,,,Soil SOM,,,,,,,3.13
LEEDS_c9335ff56988,Scholes Community Orchard,,,Soil pH,,,,,,7.29,
LEEDS_c9335ff56988,Scholes Community Orchard,,,Soil SOM,,,,,,,3.84
LEEDS_c9335ff56988,Scholes Community Orchard,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_c9335ff56988,Scholes Community Orchard,,,Heavy Metals,,62.64,Pb,mg/kg,Lead,,
